date,account,amount_out_positive,category,description,source,passthrough
2026-02-23,amex9008,204.15,gsa_iff_fee,GSA IFF REMITTANCE 000000001 WASHINGTON DC,amex_stmt,0
2026-02-23,amex9008,49.45,software_accounting,INTUIT *QBOOKS ONLINE 800-446-8848 CA,amex_stmt,0
2026-02-23,boa4908,-3388.97,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-23,boa4908,47.19,software_shopify,Shopify DES:TRANSFER ID:ST-G1W7S1H4I7K5 INDN:EKENE UDOYE CO,boa_stmt,0
2026-02-23,boa4908,1625.0,sba_loan_payment,CHECKCARD 0220 SBA LOAN PAYMENT 303-844-2084 CO 24240986052600200911083 CKCD,boa_stmt,0
2026-02-23,boa4908,1.0,bank_fees,External transfer fee - 3 Day - 02/20/2026,boa_stmt,0
2026-02-24,amex9008,2000.01,advertising_amazon,AMAZON.COM*BE1A11L12 AMZN.COM/BILL WA,amex_stmt,0
2026-02-24,amex9008,81.6,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-24,amex9008,181.9,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-24,boa4908,-58876.05,in_amazon_settlement,AMAZON.C72L92I78 DES:PAYMENTS ID:U4XZZUJIB6HYLRJ INDN:Axiscore LLC CO,boa_stmt,0
2026-02-24,boa4908,-4354.44,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-24,boa4908,1078.17,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-02-25,boa4908,82292.01,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivable Confirmation# 1603533079,boa_stmt,0
2026-02-25,paypal,102.99,software_shipping_auctane,Auctane LLC,plaid,1
2026-02-26,boa4908,-341.76,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-26,boa4908,-7.09,software_shopify,Shopify DES:TRANSFER ID:ST-W5E4Y4F1E0R1 INDN:EKENE UDOYE CO,boa_stmt,0
2026-02-26,boa4908,102.99,software_shipping_auctane,PAYPAL DES:INST XFER ID:AUCTANE LLC INDN:AXISCORE LLC CO ID:PAYPALSI77,boa_stmt,0
2026-02-26,boa4908,10.0,bank_fees,ONLINE BUSINESS SUITE NEXT DAY PAYMENT,boa_stmt,0
2026-02-27,amex9008,54.12,vehicle_fuel,AplPay ROYAL FARMS #282 282 UPPER MARLBOR MD,amex_stmt,0
2026-02-27,boa4908,-1595.38,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-27,boa4908,242.51,software_shopify,SHOPIFY DES:XXXXXXXXXX ID:AXISCORE DB INDN:EKENE UDOYE CO,boa_stmt,0
2026-02-27,boa4908,125.27,software_shopify,Shopify DES:TRANSFER ID:ST-T9M7W5Q3Z6V9 INDN:EKENE UDOYE CO,boa_stmt,0
2026-02-28,amex9008,424.6,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-28,amex9008,3.17,subs_small,AMAZON PRIME*BE32Y9DB2 AMZN.COM/BILL WA,amex_stmt,0
2026-02-28,amex9008,212.0,software_ai_media,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA,amex_stmt,0
2026-02-28,amex9008,53.43,software_web,SQSP* WORKSP#224288652 NEW YORK NY,amex_stmt,0
2026-02-28,paypal,216.12,software_web,GoDaddy,plaid,1
2026-03-01,amex9008,1209.73,software_aws,Amazon Web Services AWS.Amazon.com WA,amex_stmt,0
2026-03-01,amex9008,178.08,software_web,GOOGLE*WORKSPACE_AXISCOREONLINE.COM MOUNTAIN VIEW CA,amex_stmt,0
2026-03-01,amex9008,61.42,software_shopify,SHOPIFY* 496093881 ELK GROVE VILLAGE IL,amex_stmt,0
2026-03-01,paypal,95.4,software_web,Epoch,plaid,1
2026-03-02,amex9008,1134.56,advertising_amazon,AMAZON.COM*BE2I65ZG1 AMZN.COM/BILL WA,amex_stmt,0
2026-03-02,amex9008,67.3,merchant_fees,Authorize.Net (877)447-3938 UT,amex_stmt,0
2026-03-02,boa4908,-30303.89,in_amazon_settlement,AMAZON.CSPILUXDI DES:PAYMENTS ID:4JKSOC2,plaid,0
2026-03-02,boa4908,-729.45,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-02,boa4908,1349.32,merchant_fees,BANKCARD DES:MERCH FEES ID:XXXXXXXXXX006,plaid,0
2026-03-02,boa4908,95.4,software_web,EPOCH EU LTD DES:IAT PAYPAL ID:XXXXX1447,plaid,0
2026-03-02,boa4908,216.12,software_web,GoDaddy,plaid,0
2026-03-03,amex9008,3.31,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-03-03,amex9008,307.05,rent_office,OSI MANAGEMENT INC WASHINGTON DC,amex_stmt,0
2026-03-03,amex9008,19.95,software_comms_ship,TWILIO SENDGRID SAN FRANCISCO CA,amex_stmt,0
2026-03-03,boa4908,1159.42,contractors_upwork,Escrow I,plaid,0
2026-03-03,boa4908,-28.27,software_shopify,Shopify DES:TRANSFER ID:ST-Q5A3T9L3O5K3 ,plaid,0
2026-03-03,boa4908,2500.0,contractors_wise,Wise Inc DES:WISE ID:TrnWise INDN:Axisco,plaid,0
2026-03-04,amex9008,111.17,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-03-04,amex9008,55.64,software_ai_media,LINKEDINPREC *53327064 MOUNTAIN VIEW,amex_stmt,0
2026-03-04,amex9008,433.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-03-04,amex9008,307.94,software_taxjar,TAXJAR SOUTH SAN FRANCISCO CA,amex_stmt,0
2026-03-04,boa4908,-2582.46,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-05,amex9008,3.17,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-03-05,amex9008,19.99,software_comms_ship,BT*IPOSTAL*RENEWAL MONTEBELLO NY,amex_stmt,0
2026-03-05,boa4908,-899.63,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-06,amex9008,20.13,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-03-06,amex9008,95.56,software_comms_ship,TMOBILE*AUTO PAY 800-937-8997 WA,amex_stmt,0
2026-03-06,boa4908,-1687.62,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-06,boa4908,10.0,bank_fees,ONLINE BUSINESS SUITE DIRECT PMT SERVICE,plaid,0
2026-03-07,amex9008,225.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-03-08,amex9008,12.3,software_web,"DNH*GODADDY#4033509804 Amsterdam NL 10,59",amex_stmt,0
2026-03-10,boa4908,-71467.26,in_amazon_settlement,AMAZON.CJKRCERJR DES:PAYMENTS ID:476POZY,plaid,0
2026-03-10,boa4908,83.64,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-10,boa4908,1239.56,contractors_upwork,Escrow I,plaid,0
2026-03-11,amex9008,79.5,software_accounting,INTUIT QUICKBOOKS 800-446-8848 CA,amex_stmt,0
2026-03-11,boa4908,62950.41,vendor_isg_trimega,Independent Supp,plaid,0
2026-03-11,boa4908,-20.36,software_shopify,Shopify DES:TRANSFER ID:ST-B5U7C2T5C1C5 ,plaid,0
2026-03-11,boa4908,55689.66,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivab,plaid,0
2026-03-12,amex9008,26.49,gna_other,EXPERIAN* CREDIT REPORT 479-343-6237 CA,amex_stmt,0
2026-03-12,amex9008,390.0,taxes_state_business,MD DEPT ASSMNT/TAX 410-990-1090 MD,amex_stmt,0
2026-03-12,amex9008,11.7,taxes_state_business,MD.GOV SERVICE FEE 410-990-1090 MD,amex_stmt,0
2026-03-12,boa4908,-10077.9,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-12,boa4908,10.0,bank_fees,Next Day,plaid,0
2026-03-13,amex9008,33.13,software_amazon_tools,"KEEPA PRICE TRACKER KEMNATH BA 28,83",amex_stmt,0
2026-03-13,amex9008,163.3,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-03-13,amex9008,621.6,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-03-13,boa4908,-1065.82,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-16,amex9008,256.94,software_comms_ship,BT*DIALPAD SAN RAMON CA,amex_stmt,0
2026-03-16,boa4908,-30066.22,in_amazon_settlement,AMAZON.CBMW7YV9P DES:PAYMENTS ID:15OGLGI,plaid,0
2026-03-16,boa4908,-606.54,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-17,boa4908,-870.75,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-17,boa4908,1251.1,contractors_upwork,Escrow I,plaid,0
2026-03-18,boa4908,-995.4,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-19,boa4908,-19684.62,in_government_sales,015 TREAS 310 DES: MISC PAY ID:XXXXXXXXX,plaid,0
2026-03-19,boa4908,-2901.01,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-20,amex9008,147.0,software_amazon_tools,INFORMED REPRICER JERSEY CITY NJ,amex_stmt,0
2026-03-20,boa4908,-2677.55,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-20,boa4908,14.16,amazon_com_purchases,Amazon,plaid,0
2026-03-20,boa4908,0.42,amazon_com_purchases,Amazon,plaid,0
2026-03-20,boa4908,21.63,software_shopify,Shopify DES:TRANSFER ID:ST-W5H6H1G3P2I9 ,plaid,0
2026-03-20,boa4908,2500.0,owner_draw,TRANSFER AXISCORE LLC:Ekene Udoye Confir,plaid,0
2026-03-21,amex9008,-18791.09,transfer_amex_payment,AUTOPAY PAYMENT RECEIVED - THANK YOU,amex_stmt,0
2026-03-22,amex9008,15.85,subs_small,Audible audible.com NJ,amex_stmt,0
2026-03-23,amex9008,106.0,software_ai_media,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO CA,amex_stmt,0
2026-03-23,amex9008,9.0,gna_other,CORPORATE FILINGS LLC 00-08029641761 SHERIDAN WY,amex_stmt,0
2026-03-23,amex9008,2.34,software_amazon_tools,HELIUM10.COM IRVINE CA,amex_stmt,0
2026-03-23,amex9008,49.45,software_accounting,INTUIT *QBOOKS ONLINE 800-446-8848 CA,amex_stmt,0
2026-03-23,boa4908,18791.09,transfer_amex_payment,AMERICAN EXPRESS DES:ACH PMT ID:A9582 IN,plaid,0
2026-03-23,boa4908,-2649.0,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-23,boa4908,1.0,bank_fees,External transfer fee - 3 Day - 03/20/20,plaid,0
2026-03-24,amex9008,49.0,gna_other,CORPORATE FILINGS LLC 00-08029641761 SHERIDAN WY,amex_stmt,0
2026-03-24,boa4908,-45812.32,in_amazon_settlement,AMAZON.CKYQNHWL1 DES:PAYMENTS ID:124GM94,plaid,0
2026-03-24,boa4908,-6581.32,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-24,boa4908,1050.07,contractors_upwork,Escrow I,plaid,0
2026-03-24,boa4908,19755.3,vendor_spr,TRANSFER AXISCORE LLC:S.P. Richards Co. ,plaid,0
2026-03-25,boa4908,-164.76,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-25,paypal,102.99,software_shipping_auctane,Auctane LLC,plaid,1
2026-03-26,amex9008,2000.26,advertising_amazon,AMAZON.COM*B58BN60H0 AMZN.COM/BILL WA,amex_stmt,0
2026-03-26,amex9008,115.88,software_ai_media,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO CA,amex_stmt,0
2026-03-26,amex9008,494.25,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-03-26,boa4908,-5133.1,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-26,boa4908,102.99,software_shipping_auctane,Auctane LLC,plaid,0
2026-03-26,boa4908,94449.4,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivab,plaid,0
2026-03-27,boa4908,-1105.54,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-27,boa4908,10.0,bank_fees,Next Day,plaid,0
2026-03-27,boa4908,-9800.0,owner_draw,Online Banking transfer from CHK 6274 Co,plaid,0
2026-03-27,boa4908,9800.0,owner_draw,Online scheduled transfer to CHK 6274 Co,plaid,0
2026-03-28,amex9008,21.2,software_ai_media,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA,amex_stmt,0
2026-03-28,amex9008,53.43,software_web,SQSP* WORKSP#228276833 NEW YORK NY,amex_stmt,0
2026-03-29,amex9008,3.17,subs_small,AMAZON PRIME*BG33F8491 AMZN.COM/BILL WA,amex_stmt,0
2026-03-30,boa4908,-24923.31,in_amazon_settlement,AMAZON.CUSRLAS0A DES:PAYMENTS ID:4FMRVTZ,plaid,0
2026-03-30,boa4908,-717.32,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-31,boa4908,-155.25,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-03-31,boa4908,984.18,contractors_upwork,Escrow I,plaid,0
2026-04-01,amex9008,1238.32,software_aws,Amazon Web Services AWS.Amazon.com WA,amex_stmt,0
2026-04-01,amex9008,69.5,merchant_fees,Authorize.Net (877)447-3938 UT,amex_stmt,0
2026-04-01,amex9008,178.08,software_web,GOOGLE*WORKSPACE_AXISCOREONLINE.COM MOUNTAIN VIEW CA,amex_stmt,0
2026-04-01,amex9008,50.0,gna_other,PAYPAL *ESC REG 2 3615618400 TX,amex_stmt,0
2026-04-01,amex9008,61.42,software_shopify,SHOPIFY* 510221832 ELK GROVE VILLAGE IL,amex_stmt,0
2026-04-01,boa4908,-3345.87,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-01,boa4908,1625.0,sba_loan_payment,Small Business Administration,plaid,0
2026-04-01,boa4908,26239.75,vendor_isg_trimega,Independent Supp,plaid,0
2026-04-02,amex9008,619.24,advertising_amazon,AMAZON.COM*BG0FJ4SG1 AMZN.COM/BILL WA,amex_stmt,0
2026-04-02,boa4908,-2401.52,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-02,boa4908,2294.67,merchant_fees,BANKCARD DES:MERCH FEES ID:XXXXXXXXXX006,plaid,0
2026-04-02,boa4908,1000.0,contractors_wise,Wise Inc DES:WISE ID:TrnWise INDN:Axisco,plaid,0
2026-04-03,amex9008,20.13,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-04-03,boa4908,-482.8,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-04,amex9008,50.63,software_web,DNH*GODADDY 480-505-8855 AZ,amex_stmt,0
2026-04-04,amex9008,314.42,rent_office,OSI MANAGEMENT INC WASHINGTON DC,amex_stmt,0
2026-04-04,amex9008,307.94,software_taxjar,TAXJAR SOUTH SAN FRANCISCO CA,amex_stmt,0
2026-04-05,amex9008,3.17,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-04-05,amex9008,19.99,software_comms_ship,BT*IPOSTAL*RENEWAL MONTEBELLO NY,amex_stmt,0
2026-04-06,amex9008,139.6,software_comms_ship,TMOBILE*AUTO PAY 800-937-8997 WA,amex_stmt,0
2026-04-06,amex9008,19.95,software_comms_ship,TWILIO SENDGRID SAN FRANCISCO CA,amex_stmt,0
2026-04-06,boa4908,-586.07,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-07,amex9008,226.63,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-04-07,boa4908,-10223.41,in_amazon_settlement,AMAZON.CVVKRPWVV DES:PAYMENTS ID:4OHEAB9,plaid,0
2026-04-07,boa4908,-1243.41,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-07,boa4908,10.0,bank_fees,ONLINE BUSINESS SUITE DIRECT PMT SERVICE,plaid,0
2026-04-07,boa4908,996.05,contractors_upwork,Escrow I,plaid,0
2026-04-08,amex9008,31.79,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-04-08,amex9008,12.41,software_web,"DNH*GODADDY#4059504919 Amsterdam NL 10,59",amex_stmt,0
2026-04-08,amex9008,31.57,travel,"HMSHOST SCHIPHOL AIRPORT SCHIPHOL NL 27,25",amex_stmt,0
2026-04-08,boa4908,-698.53,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-09,boa4908,-297.48,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-10,amex9008,19.43,software_comms_ship,AplPay THE UPS STORE BRANDYWINE MD,amex_stmt,0
2026-04-10,boa4908,-29290.81,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-11,amex9008,73.78,vehicle_fuel,AplPay ROYAL FARMS #282 282 UPPER MARLBOR MD,amex_stmt,0
2026-04-11,amex9008,79.5,software_accounting,INTUIT QUICKBOOKS 800-446-8848 CA,amex_stmt,0
2026-04-12,amex9008,6.35,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-04-12,amex9008,26.49,gna_other,EXPERIAN* CREDIT REPORT 479-343-6237 CA,amex_stmt,0
2026-04-13,amex9008,296.4,software_web,DNH*GODADDY 480-505-8855 AZ,amex_stmt,0
2026-04-13,amex9008,100.0,software_comms_ship,EASYPOST D6AF9DE691974 LEHI UT,amex_stmt,0
2026-04-13,amex9008,57.43,software_amazon_tools,"KEEPA PRICE TRACKER KEMNATH BA 49,00",amex_stmt,0
2026-04-13,boa4908,-11408.61,in_amazon_settlement,AMAZON.C6UJLFNPX DES:PAYMENTS ID:2QE8J7H,plaid,0
2026-04-13,boa4908,-29217.4,in_amazon_settlement,AMAZON.CKRFFSRUK DES:PAYMENTS ID:11XDYFS,plaid,0
2026-04-13,boa4908,-225.33,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-14,amex9008,57.75,vehicle_fuel,AplPay ROYAL FARMS #282 282 UPPER MARLBOR MD,amex_stmt,0
2026-04-14,amex9008,23.89,software_web,DNH*GODADDY 480-505-8855 AZ,amex_stmt,0
2026-04-14,amex9008,138.51,gsa_iff_fee,GSA IFF REMITTANCE 000000001 WASHINGTON DC,amex_stmt,0
2026-04-14,amex9008,19670.36,vendor_zoll,ZOLL - HIGH RADIUS 978-421-9655 MA,amex_stmt,0
2026-04-14,boa4908,1021.0,contractors_upwork,Escrow I,plaid,0
2026-04-14,boa4908,-0.27,owner_contribution_in,"Transfer Capital One ; ""ACCTVERIFY - 1""",plaid,0
2026-04-14,boa4908,-0.28,owner_contribution_in,"Transfer Capital One ; ""ACCTVERIFY - 2""",plaid,0
2026-04-15,amex9008,216.04,gsa_iff_fee,GSA IFF REMITTANCE 000000001 WASHINGTON DC,amex_stmt,0
2026-04-15,amex9008,399.62,software_accounting,INTUIT *TURBOTAX 800-446-8848 CA,amex_stmt,0
2026-04-15,boa4908,-320.0,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-15,boa4908,0.55,owner_contribution_in,CAPITAL ONE DES:ACCTVERIFY ID:LD09E2E624,plaid,0
2026-04-15,boa4908,28005.0,owner_sep_ira_contribution,WIRE TYPE:WIRE OUT DATE:260415 TIME:1354,plaid,0
2026-04-15,boa4908,30.0,bank_fees,Wire Transfer Fee,plaid,0
2026-04-16,amex9008,14.79,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-04-16,amex9008,14.19,amazon_com_purchases,AMZN MKTP CA*BS4A33AU2 866-216-1072 19.50,amex_stmt,0
2026-04-16,amex9008,256.77,software_comms_ship,BT*DIALPAD SAN RAMON CA,amex_stmt,0
2026-04-16,boa4908,-7958.03,in_amazon_settlement,AMAZON.CQDTYHXAF DES:PAYMENTS ID:6KT6KA9,plaid,0
2026-04-16,boa4908,-18304.75,in_amazon_settlement,AMAZON.CQDTYHXAF DES:PAYMENTS ID:EHE9JVD,plaid,0
2026-04-16,boa4908,-1562.7,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-16,boa4908,-32000.0,owner_contribution_in,CAPITAL ONE DES:TRANSFER ID:RT07F9B7A882,plaid,0
2026-04-16,boa4908,-737.36,in_government_sales,NYC HHC DES:VDR PYMNT ID:APFGTXXXXX23548,plaid,0
2026-04-16,boa4908,95574.26,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivab,plaid,0
2026-04-17,amex9008,10.59,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-04-17,boa4908,-34000.0,owner_contribution_in,CAPITAL ONE DES:TRANSFER ID:RT0D56204A5B,plaid,0
2026-04-17,boa4908,-21222.38,in_isg_rebate,IS GROUP INC DES:ISG ID:M276 INDN:Axisco,plaid,0
2026-04-18,amex9008,12.67,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-04-19,amex9008,12.71,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-04-20,amex9008,147.0,software_amazon_tools,INFORMED REPRICER JERSEY CITY NJ,amex_stmt,0
2026-04-20,boa4908,-5444.73,in_amazon_settlement,AMAZON.CVJMV4WSL DES:PAYMENTS ID:3LM5DO0,plaid,0
2026-04-20,boa4908,-11212.84,in_amazon_settlement,AMAZON.CVJMV4WSL DES:PAYMENTS ID:6C0UC8N,plaid,0
2026-04-20,boa4908,7919.0,owner_taxes_2025_state,COMP OF MARYLAND DES:DIR DB RAD ID:XXXXX,plaid,0
2026-04-20,boa4908,30485.0,owner_taxes_2025_fed,Internal Revenue Service,plaid,0
2026-04-21,amex9008,2001.65,advertising_amazon,AMAZON.COM*BY85X3U51 AMZN.COM/BILL WA,amex_stmt,0
2026-04-21,amex9008,-7979.18,transfer_amex_payment,EKENE UDOYE AUTOPAY PAYMENT RECEIVED - THANK YOU,amex_stmt,0
2026-04-21,amex9008,368.88,software_shopify,SHOPIFY* 519686115 ELK GROVE VILLAGE IL,amex_stmt,0
2026-04-21,boa4908,7979.18,transfer_amex_payment,AMERICAN EXPRESS DES:ACH PMT ID:A3906 IN,plaid,0
2026-04-21,boa4908,-565.66,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-21,boa4908,1149.93,contractors_upwork,Escrow I,plaid,0
2026-04-22,amex9008,15.85,subs_small,Audible audible.com NJ,amex_stmt,0
2026-04-22,amex9008,-1.26,amazon_com_purchases,EKENE UDOYE AMAZON.COM,amex_stmt,0
2026-04-22,amex9008,40.0,taxes_state_business,MD DEPT ASSMNT/TAX 410-990-1090 MD,amex_stmt,0
2026-04-22,amex9008,1.2,taxes_state_business,MD.GOV SERVICE FEE 410-990-1090 MD,amex_stmt,0
2026-04-22,boa4908,-18815.54,in_amazon_settlement,AMAZON.CHA5AMC3L DES:PAYMENTS ID:4IIJ9RX,plaid,0
2026-04-22,boa4908,-8722.1,in_amazon_settlement,AMAZON.CHA5AMC3L DES:PAYMENTS ID:69AAGGN,plaid,0
2026-04-22,boa4908,-17105.93,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-22,boa4908,2500.0,owner_draw,TRANSFER AXISCORE LLC:Ekene Udoye Confir,plaid,0
2026-04-23,amex9008,8.0,software_comms_ship,AplPay THE UPS STORE 7944 UPPER MARLBOR MD,amex_stmt,0
2026-04-23,amex9008,9.0,gna_other,CORPORATE FILINGS LLC 00-08029641761 SHERIDAN WY,amex_stmt,0
2026-04-23,amex9008,49.45,software_accounting,INTUIT *QBOOKS ONLINE 800-446-8848 CA,amex_stmt,0
2026-04-23,boa4908,-1057.92,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-23,boa4908,1.0,bank_fees,External transfer fee - 3 Day - 04/22/20,plaid,0
2026-04-23,boa4908,20041.38,vendor_isg_trimega,Independent Supp,plaid,0
2026-04-23,boa4908,52110.71,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivab,plaid,0
2026-04-23,boa4908,12034.46,vendor_spr,TRANSFER AXISCORE LLC:S.P. Richards Co. ,plaid,0
2026-04-24,amex9008,127.19,amazon_com_purchases,AMAZON.COM AMZN.COM/BILL WA,amex_stmt,0
2026-04-24,amex9008,8.0,software_amazon_tools,HELIUM10.COM IRVINE CA,amex_stmt,0
2026-04-25,amex9008,79.91,gna_other,AplPay 8411 LEESBURG PIKE 57543992002 VIENNA VA,amex_stmt,0
2026-04-25,paypal,102.99,software_shipping_auctane,Auctane LLC,plaid,1
2026-04-26,amex9008,212.0,software_ai_media,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO CA,amex_stmt,0
2026-04-26,amex9008,302.06,software_ai_media,DESCRIPT SAN FRANCISCO CA,amex_stmt,0
2026-04-27,amex9008,16.42,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-04-27,amex9008,5.88,gsa_iff_fee,GSA IFF REMITTANCE 000000001 WASHINGTON DC,amex_stmt,0
2026-04-27,amex9008,58.0,personal_on_card,TELADOC 0 LEWISVILLE TX,amex_stmt,0
2026-04-27,boa4908,-19231.08,in_amazon_settlement,AMAZON.CKRJBAZZL DES:PAYMENTS ID:4XELQB8,plaid,0
2026-04-27,boa4908,-929.2,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:XXXXXXXXXX0061,plaid,0
2026-04-27,boa4908,102.99,software_shipping_auctane,PAYPAL DES:PURCHASE ID:AUCTANE LLC INDN:,plaid,0
2026-04-27,boa4908,-90.74,software_shopify,Shopify DES:TRANSFER ID:ST-Z3G9Q0X9X7B4 ,plaid,0
2026-04-28,amex9008,21.2,software_ai_media,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA,amex_stmt,0
2026-04-28,amex9008,53.43,software_web,SQSP* WORKSP#232443347 NEW YORK NY,amex_stmt,0
