line,desc,qty,uom,part,confidence,vendor,sku,matched_desc,catalog_uom,pack_qty,uom_normalized,uom_mismatch,unit_merch_cost,unit_freight,landed_unit,sell_unit,extended,gap,alt_1,alt_2
12,Argo Pure Corn Starch 16 oz.,32.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
13,"01.45.0024 TEST PAPER/ACID/NEUTRAL,PH PAPER, 1-14 RANGE, 100 PER VIAL, (WARDS# 15-2558)",15.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
14,Frey Scientific Litmus Test Paper - Pack of 12 Vials - 100 Strips per Vial - Neutral,15.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
15,"01.45.0026 FOOD COLORING,.25 FL OZ EACH(4 COLORS) (8 ML) SCIENCE KIT# 29458-00, REF: SE11061",60.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
16,"Frey Scientific Food Coloring, Set of 4 Colors",60.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
17,"01.45.0030 LEMON JUICE,REALEMON,16 FL. OZ/500ML - ITEM#9496507 - (12 PER CS)",8.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
18,"100% Lemon Juice from Concentrate, 48 oz Bottle, 2/PK",8.0,PK,,token,Essendant,GRR22000913,"100% Lemon Juice from Concentrate, 48 oz Bottle, 2/Carton",CT,6.0,False,False,21.1,0.0,21.1,24.82,198.56,,Essendant GRR60004062 @ 31.97,Essendant RAC99985EA @ 18.04
19,"01.45.0034 PLASTER OF PARIS, 4/lb BOX, SEMPCO PS-2578, (ETA BD18182, 5LB) (L)",50.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
20,"Sandtastik Plastermix Art Plaster, Arctic White, 5 Pounds",50.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
21,"01.45.0035 SALT, ROCK, 5LB BX, (2.5KG) 2193475",30.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
22,"01.45.0040 SARAN WRAP, 100 SQ FT *NO SUBSTITUTIONS",40.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
23,"01.45.0055 WATER,DISTILLED,1 GAL,PLASTIC BOTTLE, SW WLC4930H",120.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
24,"Frey Scientific Water, Deionized, 3.785 L, Lab Grade",120.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
25,"1 gal Purelife Side Distilled Water, 6/pk",120.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
26,"01.45.0060 TOOTHPICKS, ROUND, 800/BOX, SCIENCE KIT#63439-05, REF# SE11061, (ETA BD20516-250)",80.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
27,"Creativity Street Round Wood Toothpick, Pack of 800",80.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
28,"Round Unwrapped Toothpicks, 2400/pk",80.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
29,"01.45.0065 VINEGAR,WHITE DISTILLED,1 PINT,PLASTIC BOTTLE REF: SE11061 (ETA BD30014)",20.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
30,"Delta Education Vinegar, White, 16 Ounces",20.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
31,"White Distilled Vinegar, 1 gal Bottle, 6/pk",20.0,EA,,token,Essendant,MUSKNO12250,"Distilled White Vinegar, 128 oz Bottle, 4/Pack",PK,26.0,True,False,1.6108,0.6803,2.2911,2.7,54.0,,Essendant GRR22001029 @ 4.09,
32,"01.45.0070 WAX PAPER, 75SQ FT SCIENCE KIT# 21959-00, REF: SE11061",60.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
33,"Wax Paper, 1 x 75 Feet, 1 Roll",60.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
34,"Cut-Rite 75 Sq. Ft. Wax Paper, 2/pk",60.0,BX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
35,"01.45.0100 OIL,VEGETABLE,16 OZ,PLASTIC BOTTLE***NOT FOR COOKING USE*** SCIENCE KIT# 21923-90, REF: SE11061",40.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
36,"Frey Scientific Vegetable Oil, 500 mL, Yellow, Lab Grade",40.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
37,"Wesson Pure Vegetable Oil 0 G Trans Fat Cholesterol Free 16 oz., 16/pk",40.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
38,"01.45.0115 SAND,FINE, 1 KG, SEMPCO# SS-0337, (ETA BD30343)",60.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
39,"Delta Education Sand, Fine, Brown, 2 Pounds",60.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
40,"Sand (from Ottawa), 2.5kg, Poly bottle, Each""",60.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
41,"01.45.0125 DROPPER, PKG PLASTIC 3.5ML FISHER SCIENCE# S304672, REF: 11168-6616",70.0,PKG,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
42,"Frey Scientific Disposable Pipettes, 1 mL Graduated, 3.5 mL Capacity, 150 mm Length, Pack of 500",70.0,PKG,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
43,"01.45.0130 CUPS, CLEAR PLASTIC, 9 OZ, 50/PK, (SCIENCE KIT# 29 233-00)",150.0,PK,,token,Essendant,BWKPET910STRAPK,"PET Cold Cup Straw-Slot Lids, Fits 9 oz to 10 oz Cold Cups, Plastic, Clear, 100/Pack",PK,3.0,False,False,0.95,0.0,0.95,1.12,168.0,,Essendant BWKPET910DOMEPK @ 1.00,Essendant WORCPLCS1SN @ 20.92
44,"KAL-CLEAR 9OZ OLD FASHIONED PET CUP, 1000 EA/CS,20 PK OF 50 IN A CASE. MUST SELL BY CASE. CASE PRICE IS $63.20",150.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
45,"Genuine Joe Cup, 9 oz, Clear, Pack of 50",150.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
46,"9 OZ ""A"" SIZE RPET COLD CUP, 975 EA/CS, 15 PK OF 65 IN A CASE. MUST SELL BY CASE. CASE PRICE IS $61.50",150.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
47,"Clear Plastic Cold Cups, Squat, 9 oz, PET, 1000/pk",150.0,PK,,token,Essendant,BWKPET912STRAPK,"PET Cold Cup Straw-Slot Lids, Fits 9 oz Squat/12 oz Cold Cups, Plastic, Clear, 100/Pack",PK,140.0,False,False,2.05,0.0,2.05,2.41,361.5,,Essendant WORCPLCS1SN @ 20.92,
48,"01.45.0135 BAGS,PLASTIC ZIPLOC, 2 GALLON FRZR, 12""x15"" 2.0 mil. (PK of 100)",150.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
49,"2 gallon 100 bags/bx 13"" x 15""",150.0,PK,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
50,"Double Zipper Storage Bags, 2 Gallon, 15"" x 13"", Clear, 100/pk",150.0,PK,,token,Essendant,SJN383233BX,"Double Zipper Storage Bags, Triple System Seal, Gallon, 10.56"" x 10.75"", Clear, 38/Box",BX,5338.0,False,False,5.09,0.5005,5.5905,6.58,987.0,,Essendant SJN664531 @ 6.63,Essendant SJN364948 @ 30.80
