line,desc,qty,uom,part,confidence,vendor,sku,matched_desc,catalog_uom,pack_qty,uom_normalized,uom_mismatch,unit_merch_cost,unit_freight,landed_unit,sell_unit,extended,gap,alt_1,alt_2
11,BAKING SUPPLIES - CAKE & MUFFIN MIXES - BRAN MUFFIN MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
12,BAKING SUPPLIES - CAKE & MUFFIN MIXES - CHOCOLATE BROWNIE MIX - PILLSBURY DELUXE. 6 LB. PER BOX - 6 BOXES PER CASE.,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
13,BAKING SUPPLIES - CAKE & MUFFIN MIXES - CHOCOLATE BROWNIE MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
14,BAKING SUPPLIES - CAKE & MUFFIN MIXES - CHOCOLATE CAKE MIX 12/1#/CASE,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
15,BAKING SUPPLIES - CAKE & MUFFIN MIXES - CORN MUFFIN MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
16,BAKING SUPPLIES - CAKE & MUFFIN MIXES - DEVILS FOOD MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
17,BAKING SUPPLIES - CAKE & MUFFIN MIXES - DONUT MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
18,BAKING SUPPLIES - CAKE & MUFFIN MIXES - FROSTING MIX CHOCOLATE 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
19,BAKING SUPPLIES - CAKE & MUFFIN MIXES - FROSTING MIX WHITE 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
20,BAKING SUPPLIES - CAKE & MUFFIN MIXES - GOLDEN CAKE MIX 12/1#/CASE,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
21,BAKING SUPPLIES - CAKE & MUFFIN MIXES - GOLDEN CAKE MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
22,BAKING SUPPLIES - CAKE & MUFFIN MIXES - GOLDEN FUDGE 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
23,BAKING SUPPLIES - CAKE & MUFFIN MIXES - PANCAKE MIX 12/1#/CASE,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
24,BAKING SUPPLIES - CAKE & MUFFIN MIXES - PANCAKE MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
25,BAKING SUPPLIES - CAKE & MUFFIN MIXES - PIE CRUST MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
26,BAKING SUPPLIES - CAKE & MUFFIN MIXES - VANILLA CAKE MIX 12/1#/CASE,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
27,BAKING SUPPLIES - CAKE & MUFFIN MIXES - WHITE CAKE MIX 6/5#,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
28,BAKING SUPPLIES - CALLEBAUT BITTERSWEET CHOCOLATE. 5 KILO SLAB - NO SUBSTITUTIONS.,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
29,BAKING SUPPLIES - CALLEBAUT SEMI-SWEET CHOCOLATE. 5 KILO SLAB - NO SUBSTITUTIONS.,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
30,BAKING SUPPLIES - CALLEBAUT WHITE CHOCOLATE. 5 KILO SLAB - NO SUBSTITUTIONS.,1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
31,BAKING SUPPLIES - CHOCOLATE CHIPS - 100% PURE CHOCOLATE CHIPS. 25 LBS. PER BOX. HERSHEYS OR NESTLES. NO SUBSTITUTIONS. SPECIFY WHICH BRAND YOU ARE QUOTING__________________.,1.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
32,BAKING SUPPLIES - EXTRACTS - ALMOND EXTRACT. QUART SIZE.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
33,BAKING SUPPLIES - EXTRACTS - ALMOND FLAVOR PURE QUART,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
34,BAKING SUPPLIES - EXTRACTS - EGG SHADE QUART,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
35,BAKING SUPPLIES - EXTRACTS - EMULSION ALMOND. 1 GALLON BOTTLE. EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,GAL,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
36,BAKING SUPPLIES - EXTRACTS - EMULSION BUTTER NATURAL. 1 GALLON BOTTLE. EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,GAL,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
37,BAKING SUPPLIES - EXTRACTS - EMULSION COFFEE-CAKE. 1 GALLON BOTTLE. EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,GAL,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
38,BAKING SUPPLIES - EXTRACTS - EMULSION LEMON. 1 GALLON BOTTLE. EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,GAL,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
39,BAKING SUPPLIES - EXTRACTS - EMULSION MOCHA. 1 GALLON BOTTLE. EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,GAL,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
40,BAKING SUPPLIES - EXTRACTS - EMULSION ORANGE. 1 GALLON BOTTLE. EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,GAL,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
41,BAKING SUPPLIES - EXTRACTS - EMULSION RUM JAMAICA. 1 GALLON BOTTLE. EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,GAL,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
42,BAKING SUPPLIES - EXTRACTS - KITCHEN BOUQUET. 4 GALLONS PER CASE.,1.0,CAS,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
43,BAKING SUPPLIES - EXTRACTS - KITCHEN BOUQUET. QUART.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
44,BAKING SUPPLIES - EXTRACTS - LEMON FLAVOR. PURE. QUART.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
45,BAKING SUPPLIES - EXTRACTS - MAGGI SEASONING. QUART.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
46,BAKING SUPPLIES - EXTRACTS - MAPLE FLAVOR. QUART.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
47,BAKING SUPPLIES - EXTRACTS - RUM FLAVOR. QUART.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
48,BAKING SUPPLIES - EXTRACTS - STRAWBERRY. 1 QUART BOTTLE EXTRIN CROMPTON AND KNOWLES OR EQUAL - SPECIFY BRAND.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
49,BAKING SUPPLIES - EXTRACTS - TENDERIZER POWDER. ADOLPHS. 1 LB.,1.0,LB,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
50,BAKING SUPPLIES - EXTRACTS - TOMATO COLOR. QUART.,1.0,QT,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
