line,desc,qty,uom,part,confidence,vendor,sku,matched_desc,catalog_uom,pack_qty,uom_normalized,uom_mismatch,unit_merch_cost,unit_freight,landed_unit,sell_unit,extended,gap,alt_1,alt_2
26,"HP LASERJET TONER CARTRIDGE, MAGENTA, 7,000 PAGES, (CP3525)",1.0,EA,,token,Synnex,24B6592,"TONER CARTRIDGE - MAGENTA - 3000 PAGES - CS/CX31X, 41X, 51X",EA,1,False,False,56.43,4.0,60.43,71.09,71.09,,Synnex 80C10M0 @ 67.80,Synnex TN310M @ 69.42
27,"HP COLOR LASERJET TONER COLLECTION UNIT, (CP3525, CP3525, M552, M551)",1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
28,"HP LASERJET TONER CARTRIDGES, 2-PACK, BLACK, HIGH YIELD, 12,500 TO 13,500 PAGES PER CARTRIDGE), (M521)",1.0,EA,,token,Synnex,TN450,"BROTHER TN450 BLACK TONER CARTRIDGE, HIGH YIELD - PRINT UP TO 2,600 PAGES WITH T",EA,62.0,False,False,57.85,4.0,61.85,72.76,72.76,,Synnex 419083 @ 110.17,Synnex TN6602PK @ 111.86
29,"HP LASERJET TONER CARTRIDGE, BLACK, 8,500 PAGES, (CP4525)",1.0,EA,,token,Synnex,90A-CE390AJ,PCI HI-VALUE HP CE390A JUMBO BLACK TONER CARTRIDGE 18K YLD FOR HP LASERJET M4555,EA,1,False,False,30.57,2.0,32.57,38.32,38.32,,Synnex CF226A-PCI @ 39.33,Synnex TN250 @ 45.08
30,"HP LASERJET TONER CARTRIDGE, BLACK, HIGH YIELD, 17,000 PAGES, (CP4525)",1.0,EA,,token,Synnex,TN450,"BROTHER TN450 BLACK TONER CARTRIDGE, HIGH YIELD - PRINT UP TO 2,600 PAGES WITH T",EA,62.0,False,False,57.85,4.0,61.85,72.76,72.76,,Synnex 419083 @ 110.17,Synnex TN315BK @ 116.79
31,"HP LASERJET TONER CARTRIDGE, CYAN, 11,000 PAGES, (CP4525)",1.0,EA,,token,Essendant,HEWQ3971A,"HP 123a, (q3971a) Cyan Original Laserjet Toner Cartridge",EA,16.0,False,False,40.95,0.0,40.95,48.18,48.18,,Synnex 408349 @ 74.06,Synnex TN223C @ 76.40
32,"HP LASERJET TONER CARTRIDGE, YELLOW, 11,000 PAGES, (CP4525)",1.0,EA,,token,Essendant,HEWQ3972A,"HP 123a, (q3972a) Yellow Original Laserjet Toner Cartridge",EA,3.0,False,False,65.64,0.0,65.64,77.22,77.22,,Synnex 80C10Y0 @ 67.80,Synnex 408351 @ 74.06
33,"HP LASERJET TONER CARTRIDGE, MAGENTA, 11,000 PAGES, (CP4525)",1.0,EA,,token,Synnex,24B6592,"TONER CARTRIDGE - MAGENTA - 3000 PAGES - CS/CX31X, 41X, 51X",EA,1,False,False,56.43,4.0,60.43,71.09,71.09,,Synnex 80C10M0 @ 67.80,Synnex TN310M @ 69.42
34,"HP LASERJET TONER CARTRIDGE, BLACK, 10,000 PAGES, (M602)",1.0,EA,,token,Synnex,90A-CE390AJ,PCI HI-VALUE HP CE390A JUMBO BLACK TONER CARTRIDGE 18K YLD FOR HP LASERJET M4555,EA,1,False,False,30.57,2.0,32.57,38.32,38.32,,Synnex CF226A-PCI @ 39.33,Synnex TN250 @ 45.08
35,"HP LASERJET TONER CARTRIDGE, BLACK, HIGH YIELD, 24,000 PAGES, (M602)",1.0,EA,,token,Synnex,TN450,"BROTHER TN450 BLACK TONER CARTRIDGE, HIGH YIELD - PRINT UP TO 2,600 PAGES WITH T",EA,62.0,False,False,57.85,4.0,61.85,72.76,72.76,,Synnex 419083 @ 110.17,Synnex TN315BK @ 116.79
36,"HP LASERJET TONER CARTRIDGE, BLACK, 5,500 PAGES, (M551, M570)",1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
37,"HP LASERJET TONER CARTRIDGE, BLACK, HIGH YIELD, 11,000 PAGES, (M551)",1.0,EA,,token,Synnex,TN450,"BROTHER TN450 BLACK TONER CARTRIDGE, HIGH YIELD - PRINT UP TO 2,600 PAGES WITH T",EA,62.0,False,False,57.85,4.0,61.85,72.76,72.76,,Synnex 419083 @ 110.17,Synnex TN315BK @ 116.79
38,"HP LASERJET TONER CARTRIDGE, CYAN, 6,000 PAGES, (M551, M570)",1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
39,"HP LASERJET TONER CARTRIDGE, YELLOW, 6,000 PAGES, (M551, M570)",1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
40,"HP LASERJET TONER CARTRIDGE, MAGENTA, 6,000 PAGES, (M551, M570)",1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
41,"HP LASERJET TONER CARTRIDGE, BLACK, 2,300 pages, (P2035, P2055)",1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
42,"HP LASERJET TONER CARTRIDGE, BLACK (CP5225)",1.0,EA,,token,Synnex,90A-CE390AJ,PCI HI-VALUE HP CE390A JUMBO BLACK TONER CARTRIDGE 18K YLD FOR HP LASERJET M4555,EA,1,False,False,30.57,2.0,32.57,38.32,38.32,,Synnex CF226A-PCI @ 39.33,Synnex CF281A-PCI @ 72.30
43,"HP LASERJET TONER CARTRIDGE, CYAN (CP5225)",1.0,EA,,token,Essendant,HEWQ3971A,"HP 123a, (q3971a) Cyan Original Laserjet Toner Cartridge",EA,16.0,False,False,40.95,0.0,40.95,48.18,48.18,,,
44,"HP LASERJET TONER CARTRIDGE, YELLOW (CP5225)",1.0,EA,,token,Synnex,307A-CE742A,PCI HI-VALUE HP 307A CE742A YELLOW TONER CARTRIDGE 7300 PAGE YIELD FOR HP CP5225,EA,28.0,False,False,52.59,4.0,56.59,66.58,66.58,,Essendant HEWQ3972A @ 65.64,
45,"HP LASERJET TONER CARTRIDGE, MAGENTA (CP5225)",1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
46,HP LASERJET 600 M602 MAINTENANCE KIT - FUSER (M602),1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
47,HP BLACK TONER (M712),1.0,EA,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
48,HP HIGH YIELD BLACK TONER (M712),1.0,EA,,token,Essendant,IVR43502001,"Remanufactured Black High-Yield Toner, Replacement for 43502001, 7,000 Page-Yield",EA,4.0,False,False,7.02,0.0,7.02,8.26,8.26,,Synnex 332-0407-PCI @ 7.25,Synnex 6R01824-PCI @ 80.34
49,"HP LASERJET TONER CARTRIDGE, BLACK, 3,100 PAGES, (M402)",1.0,EA,,token,Synnex,90A-CE390AJ,PCI HI-VALUE HP CE390A JUMBO BLACK TONER CARTRIDGE 18K YLD FOR HP LASERJET M4555,EA,1,False,False,30.57,2.0,32.57,38.32,38.32,,Synnex CF226A-PCI @ 39.33,Synnex TN250 @ 45.08
50,"HP LASERJET TONER CARTRIDGE, BLACK, HIGH YIELD, 9,000 PAGES, (M402)",1.0,EA,,token,Synnex,TN450,"BROTHER TN450 BLACK TONER CARTRIDGE, HIGH YIELD - PRINT UP TO 2,600 PAGES WITH T",EA,62.0,False,False,57.85,4.0,61.85,72.76,72.76,,Synnex 419083 @ 110.17,Synnex TN315BK @ 116.79
