line,desc,qty,uom,part,confidence,vendor,sku,matched_desc,catalog_uom,pack_qty,uom_normalized,uom_mismatch,unit_merch_cost,unit_freight,landed_unit,sell_unit,extended,gap,alt_1,alt_2
32,"4"" UNGER SCRAPER BLADES 10/PKG PER BOX",34.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
33,SCRAPER RAZOR BLADE 200/BOX,960.0,BOX,,token,ORS Nasco,680-28-500,RAZOR BLADE SCRAPER,EA,2269.0,False,True,2.494,0.0,2.494,2.93,2812.8,,ORS Nasco 863-18192 @ 26.37,
34,WARNER RAZOR BLADESFOR SCRAPERS 100/PKG,53.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
35,"SAFETY-GLASSES,CLEAR 125/CASE",424.0,BOX,,token,SP Richards,MIINON24770,"GLASSES,SAFETY,CLEAR",EA,592.0,False,True,0.43,0.044,0.474,0.56,237.44,,Essendant CRWCL010 @ 0.94,ORS Nasco 809-19GB80 @ 2.06
36,STAINLESS STEEL CLEANER POLISH 14.5 OZ 12/BOX,105.0,BOX,,token,Essendant,BWK347AEA,"Stainless Steel Cleaner and Polish, Water-in-Oil Based, 16 oz Aerosol Spray",EA,29.0,False,True,3.62,0.0,3.62,4.26,447.3,,Essendant HLWSPRA58639EA @ 4.05,ORS Nasco 866-652300 @ 75.38
37,TOILET SEAT COVERS 250/BOX,37.0,BOX,,token,Essendant,KCC07410PK,"Personal Seats Sanitary Toilet Seat Covers, 15 X 18, White, 125/pack",PK,215.0,False,False,4.02,0.0,4.02,4.73,175.01,,SP Richards IMP25130873 @ 20.56,ORS Nasco 863-HOSHG2500 @ 33.12
38,TOILET SEAT DISPENSERS HOSPECO 12/BOX,12.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
39,STENCH AND STAIN 6/ CASE,551.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
40,"SAFETY-GLASSES,TINTED 12/PKG",62.0,BOX,,token,ORS Nasco,409-60471,PRO FULL FRAME GASKET SAFETY GLASSES  TINTED,EA,1,False,True,18.682,0.0,18.682,21.98,1362.76,,ORS Nasco 495-48-73-2504 @ 26.41,ORS Nasco 329-GWSGT @ 72.80
41,CAN LINER 38X60 16 MICRON NATURAL BERRY PLASTICS 200/CASE LARGE,3441.0,CASE,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
42,CAN LINER 24X33 8 MICRON NATERAL BERRY PLASTICS 1000/CS SMALL,1453.0,CASE,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
43,CAN LINER 52X75 2 MILS CLEAR BERRY PLASTICS 50/CASE RECYCLE LINERS,278.0,CASE,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
44,TRASH CANS 55GAL.,50.0,EACH,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
45,BIG D - LEMON GRANULAR DEORDERANT 16 OZ 12/BOX,790.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
46,WET FLOOR SIGNS 10/BOX,235.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
47,"WINDOW SQUEEGES 12"" BLADE NO HANDLE 12/BOX",65.0,BOX,,token,Essendant,ODC783627,"Auto Window Squeegee, 8"" Wide Blade, Heavy-Duty Mesh Sponge Head, 20"" Handle",EA,4063.0,False,True,3.74,0.3707,4.1107,4.84,314.6,,Essendant NCP96154S @ 9.08,Essendant UNGGS300 @ 18.79
48,SPARCREAM SPARTAN 12/BOX,960.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
49,PLASTIC NOZZLES-32 OZ 200/BOX,768.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
50,PLASTIC BOTTLES-32 OZ. 96/BOX,453.0,BOX,,gap,,,,,,,,,,,,,"no evidence-grade catalog match (part/spec, or >=3-token overlap at score >=40)",,
